age,annual_income_gbp,employment_years,home_owner,num_credit_lines,inquiries_6m,credit_limit_gbp,loan_amount_gbp,loan_term_months,credit_utilization,debt_to_income,num_late_payments_12m,past_default,default
31,51036,2.7,0,3,2,18113,10595,36,0.413,0.178,1,0,0
45,29743,0.0,0,1,1,23106,8359,12,0.318,0.327,2,1,0
63,14226,14.0,0,2,4,2247,5374,24,0.537,0.262,0,0,0
40,63393,9.2,1,2,2,40988,9758,24,0.372,0.057,3,1,0
29,28565,2.6,0,4,1,9337,6498,48,0.52,0.185,1,1,1
25,23520,0.0,0,6,0,5941,7541,36,0.286,0.203,1,0,0
37,19629,6.6,1,12,2,8315,5214,36,0.267,0.168,1,1,0
36,46695,8.8,1,3,1,12510,7039,36,0.082,0.178,0,0,0
25,26216,0.0,0,6,1,9754,9199,60,0.203,0.342,0,0,0
39,57310,7.6,1,8,1,22522,10046,48,0.36,0.164,0,0,0
25,35182,0.0,0,3,1,6650,7080,36,0.383,0.26,1,1,0
50,73575,8.4,1,4,0,19271,7909,48,0.092,0.22,0,0,0
50,32964,15.1,1,7,1,16194,7334,12,0.318,0.274,6,1,0
50,28477,8.4,1,5,3,15004,4642,36,0.315,0.015,0,0,0
33,13861,5.7,0,3,0,3638,15662,60,0.48,0.736,0,0,1
44,22324,5.1,0,2,1,25160,6763,48,0.428,0.263,0,0,0
37,60405,4.6,1,4,3,27264,5488,48,0.207,0.34,1,0,0
34,216804,13.5,1,2,3,80000,6547,36,0.358,0.049,0,0,0
34,20532,9.5,1,4,1,13517,5564,12,0.464,0.299,1,0,0
24,23084,0.1,0,1,1,16583,7038,12,0.369,0.337,2,1,1
22,49006,0.0,0,4,1,39906,8665,60,0.33,0.147,1,0,0
47,52892,7.3,1,5,1,32204,500,24,0.209,0.0,0,1,0
36,28123,13.4,1,8,1,15876,5555,36,0.103,0.279,2,1,1
40,42529,6.4,1,4,2,20150,5203,48,0.154,0.266,1,0,0
49,16901,12.3,1,7,2,1500,4517,48,0.144,0.171,0,0,0
19,34611,0.0,0,6,0,16873,18746,48,0.575,0.576,1,1,1
29,66694,0.0,1,5,0,34775,9749,48,0.472,0.208,2,1,0
40,99636,10.9,1,4,1,64745,11161,24,0.563,0.191,0,0,0
42,37173,5.8,0,1,0,7920,3914,36,0.414,0.092,1,0,0
34,35356,0.8,0,9,0,14925,14634,36,0.427,0.312,2,1,0
49,52194,5.0,1,3,3,11238,6177,24,0.315,0.289,0,0,0
40,74677,2.8,0,3,1,29057,5415,12,0.742,0.156,2,0,0
25,53199,0.0,0,5,1,31382,15254,60,0.515,0.204,1,1,0
28,27022,0.0,0,3,2,11787,12822,48,0.468,0.453,0,1,1
47,49533,12.1,1,5,4,38744,8214,48,0.247,0.098,1,0,0
43,69210,7.8,1,5,1,42638,5792,60,0.59,0.316,0,0,1
18,27593,4.0,1,4,1,11425,9563,36,0.19,0.232,0,0,0
53,19621,7.3,0,1,1,12831,16008,60,0.335,0.65,2,0,0
45,53858,8.1,1,7,6,38799,13440,24,0.527,0.236,1,0,1
53,49807,9.4,1,3,2,10392,2899,36,0.135,0.211,0,0,0
34,69182,8.7,0,8,0,31268,10605,12,0.489,0.185,0,0,0
35,42798,7.5,0,4,1,15302,25070,36,0.443,0.419,1,0,0
26,28658,3.4,1,1,1,13849,6491,36,0.517,0.262,0,0,0
66,32105,9.3,1,2,1,7611,1062,24,0.427,0.124,5,1,1
36,23228,0.0,0,6,0,17249,9653,24,0.278,0.28,1,0,1
55,24297,6.1,1,5,2,8480,5119,60,0.334,0.131,1,0,0
31,30007,0.6,0,7,2,14659,4326,36,0.275,0.176,0,0,0
40,31316,3.3,0,2,2,13616,5574,60,0.584,0.136,0,0,0
20,75069,0.0,0,6,2,30024,4109,36,0.631,0.149,7,1,0
34,20858,10.7,1,8,3,7250,5084,48,0.499,0.185,3,1,1
49,39761,8.8,0,7,0,7964,6227,36,0.147,0.138,0,0,0
24,29574,0.0,0,5,2,18141,12685,12,0.663,0.333,3,1,0
50,92155,3.5,1,4,1,57681,4350,48,0.478,0.29,1,1,1
42,47133,0.5,0,6,3,20785,5748,36,0.114,0.145,3,1,0
27,33297,3.1,1,5,0,14300,4669,36,0.52,0.253,0,0,0
32,63791,8.0,1,5,1,35053,10075,24,0.597,0.238,0,0,0
33,42375,0.0,0,3,0,23857,4987,48,0.275,0.073,3,1,0
37,31496,7.4,1,3,2,20296,2652,36,0.404,0.0,1,0,0
32,94643,2.4,1,4,1,44581,5076,60,0.417,0.154,1,0,0
29,60303,7.4,1,7,0,13294,16762,36,0.282,0.366,0,0,0
35,105293,9.7,1,5,1,30604,3287,24,0.36,0.13,0,0,0
27,76993,3.4,1,5,3,22810,6198,48,0.212,0.138,0,0,0
24,62498,4.4,1,3,1,41274,4506,48,0.319,0.167,2,0,0
37,43973,4.9,1,3,0,37656,2931,24,0.096,0.344,4,1,1
48,22607,5.9,1,8,4,16619,10293,36,0.198,0.402,1,0,0
21,60317,0.0,0,1,2,30369,15941,60,0.458,0.234,0,0,1
38,42585,6.3,1,7,2,1757,14205,48,0.428,0.217,0,0,0
31,59234,2.9,1,6,0,52118,2452,12,0.128,0.126,1,0,0
27,40763,0.8,0,3,4,15096,9834,48,0.215,0.383,5,1,0
47,28085,7.0,0,3,2,20571,5028,36,0.197,0.261,5,1,0
32,23628,2.8,0,3,2,15972,578,24,0.336,0.246,5,1,0
54,60053,4.9,0,2,0,43700,2737,12,0.585,0.079,1,1,0
29,83045,0.7,0,5,4,62625,16491,12,0.331,0.37,0,0,1
42,35011,10.7,1,8,2,10139,12596,60,0.524,0.428,0,0,1
35,52546,3.4,0,6,2,46436,3592,36,0.489,0.152,1,0,0
30,87339,8.6,1,4,3,47412,15055,12,0.586,0.283,2,1,0
44,25978,1.9,0,1,1,9439,5456,60,0.511,0.208,1,0,1
36,34042,0.0,0,1,0,33161,4098,60,0.677,0.312,1,0,0
45,22239,7.2,0,8,2,10479,1420,48,0.751,0.174,4,1,0
37,78128,8.0,1,3,4,21799,9880,48,0.318,0.167,5,1,0
26,47342,0.0,1,5,1,30450,4739,36,0.291,0.222,1,0,0
37,31875,7.3,1,4,2,14632,10868,36,0.168,0.211,1,0,1
39,16599,8.9,0,4,1,5858,7209,36,0.187,0.408,0,0,0
49,37195,12.0,0,4,2,20363,5383,48,0.195,0.236,0,0,1
28,70798,2.1,0,6,0,38461,6493,60,0.233,0.068,0,0,0
38,34925,4.7,0,4,0,37807,8772,12,0.59,0.326,1,0,0
19,32559,0.0,0,6,1,12803,15248,60,0.354,0.399,1,0,1
45,58278,6.9,1,6,1,50731,5464,24,0.305,0.211,2,0,0
26,20938,3.2,0,3,2,21596,1511,24,0.668,0.168,1,0,0
18,42260,5.8,0,4,1,24945,7886,24,0.213,0.174,1,0,0
37,56955,0.0,1,5,4,22024,4087,60,0.136,0.085,1,0,0
50,26837,4.6,0,3,3,5084,3054,24,0.319,0.172,1,0,0
21,26120,0.0,0,12,2,16204,10686,60,0.421,0.397,0,0,1
26,47050,5.6,0,4,0,50968,8170,48,0.747,0.16,0,0,0
30,38925,0.0,0,3,1,12610,5822,48,0.121,0.217,0,0,0
26,36133,0.0,0,3,0,15482,6659,24,0.361,0.321,0,0,0
42,46032,14.4,1,7,1,30993,2937,24,0.557,0.072,4,1,1
29,46422,5.4,1,5,0,33595,11611,12,0.678,0.278,1,0,0
30,24801,0.0,0,2,1,9569,5828,48,0.505,0.244,1,0,0
44,28573,6.4,0,9,1,11100,5187,12,0.362,0.202,1,0,0
30,52548,6.3,0,1,0,22403,11427,24,0.979,0.252,0,0,0
43,75878,8.4,1,6,1,43633,7024,24,0.916,0.258,6,1,1
27,86166,1.4,1,3,2,50017,19194,60,0.231,0.267,2,1,0
25,25912,0.0,0,5,1,12604,5706,36,0.517,0.196,3,0,1
18,74783,3.4,0,5,1,39088,8738,48,0.257,0.146,3,0,0
58,62267,10.1,1,6,1,33094,7622,36,0.274,0.234,1,0,0
34,40490,7.4,1,2,1,18496,4951,36,0.666,0.293,1,1,1
41,53743,7.3,0,4,3,19782,4491,24,0.56,0.0,0,1,0
38,64763,3.0,0,5,2,51634,14667,12,0.143,0.201,0,0,0
40,109253,11.3,1,4,3,68186,9416,60,0.431,0.311,0,0,0
39,23161,3.1,1,9,3,20033,4437,48,0.3,0.296,1,1,0
59,57192,12.0,1,4,2,24027,6367,24,0.249,0.142,1,0,0
27,38184,0.0,0,2,1,12966,8967,36,0.397,0.245,2,0,0
21,36814,0.0,0,1,2,13241,19566,24,0.598,0.45,1,0,0
27,77063,1.2,1,8,0,38271,10208,48,0.368,0.173,2,0,1
23,64420,0.0,1,3,1,46821,6609,24,0.231,0.251,2,0,0
46,23701,8.0,1,4,2,7407,3484,36,0.686,0.169,2,1,0
47,35333,12.6,1,1,1,8784,11491,36,0.502,0.301,2,0,0
27,46688,9.9,1,3,4,13354,18139,36,0.204,0.31,0,0,0
23,19091,7.0,1,4,4,9115,7168,36,0.581,0.311,3,1,0
34,66063,3.3,0,3,0,28307,14150,48,0.306,0.245,5,1,0
53,39604,14.7,1,5,1,23645,8314,36,0.302,0.293,2,1,0
18,45080,1.7,0,1,0,1500,10712,24,0.152,0.262,4,1,1
44,49544,13.7,1,2,0,30855,8217,24,0.275,0.21,1,0,0
26,110476,0.0,0,7,0,47660,2610,48,0.349,0.105,0,0,0
49,42100,13.8,1,4,3,15082,1608,36,0.735,0.186,0,1,0
26,33974,0.0,1,1,2,20711,11403,36,0.787,0.363,1,0,0
35,106469,8.9,1,7,3,34672,3739,36,0.66,0.141,1,1,0
21,31412,0.0,0,5,1,27028,1917,24,0.697,0.017,2,1,0
27,31019,6.0,0,3,1,12923,1068,36,0.316,0.092,2,0,0
53,19396,7.7,1,3,3,10829,9490,24,0.408,0.38,1,0,0
47,74392,0.0,0,4,1,36953,7702,60,0.503,0.159,0,0,0
34,47890,0.0,1,7,3,26961,5374,36,0.699,0.168,3,1,0
28,53380,1.6,0,3,1,31661,10466,48,0.195,0.269,0,0,0
18,45211,0.1,0,2,1,35358,5605,36,0.311,0.276,0,0,0
34,38375,0.0,0,3,1,28754,17960,60,0.712,0.492,1,0,0
38,26941,0.1,0,3,0,16984,4900,60,0.585,0.186,4,0,0
37,27011,1.8,0,3,3,16723,6281,36,0.377,0.181,0,0,0
37,52270,3.9,1,3,0,17639,6201,12,0.299,0.17,0,0,0
26,44202,2.8,0,3,0,14639,11095,24,0.536,0.212,1,0,1
37,100435,1.5,0,3,1,39049,10263,24,0.292,0.307,1,0,0
38,27329,0.0,0,2,2,1500,9741,36,0.506,0.427,0,1,0
52,31708,9.8,0,5,3,5223,7378,24,0.406,0.106,1,0,0
59,23721,8.8,0,2,0,12785,5408,36,0.399,0.257,1,0,0
36,87522,8.2,1,7,1,34677,3826,12,0.23,0.016,0,0,0
30,21138,0.8,0,6,2,9655,4901,60,0.298,0.279,6,1,1
37,62920,7.4,1,4,0,18515,4054,60,0.564,0.083,8,1,1
31,90432,0.0,1,4,0,30230,2510,60,0.31,0.086,0,0,0
30,38316,4.0,1,2,4,25622,8328,48,0.281,0.318,0,0,0
37,61352,5.2,1,8,2,30640,7141,36,0.571,0.173,3,1,0
27,13000,3.9,0,3,2,18765,9045,36,0.171,0.531,1,0,0
45,33518,2.9,0,6,2,25243,3151,60,0.249,0.194,2,0,0
37,16782,4.2,0,3,0,7975,3751,36,0.255,0.169,0,0,0
41,45424,2.3,0,4,2,36750,2970,36,0.648,0.171,1,0,0
36,41575,3.9,0,2,1,22938,4389,24,0.304,0.159,1,0,0
30,27233,5.5,0,4,1,10292,9105,60,0.586,0.347,0,0,0
28,69170,14.4,1,4,2,49642,7002,48,0.197,0.266,0,0,0
35,50208,4.5,0,4,1,28790,11758,24,0.305,0.231,1,0,0
32,31135,6.4,0,2,3,5117,6169,48,0.472,0.27,1,0,0
41,31316,6.1,0,2,1,31025,6204,36,0.472,0.268,0,0,1
38,18608,9.6,1,1,2,11415,7637,12,0.783,0.281,0,0,0
23,37420,3.1,0,8,1,21609,7162,60,0.28,0.258,0,0,0
39,131046,9.4,1,6,3,72675,9366,60,0.381,0.181,1,1,0
23,28128,2.7,0,8,1,11251,3860,60,0.164,0.321,0,0,0
31,52045,13.0,1,3,0,32699,7175,24,0.223,0.216,3,1,0
35,30726,9.7,1,5,0,23563,11140,36,0.531,0.403,0,0,0
18,64095,0.0,0,4,0,52014,6899,48,0.225,0.34,0,0,0
39,52599,6.5,1,2,3,12809,2694,24,0.597,0.099,1,0,0
40,36480,5.7,1,5,2,23077,18046,36,0.18,0.298,4,1,1
36,15707,0.0,0,4,1,8325,4426,48,0.494,0.416,2,0,0
33,31320,0.4,0,5,2,19681,7526,36,0.516,0.297,0,0,0
34,79528,2.1,1,5,0,35732,1489,48,0.829,0.184,0,0,0
27,36274,0.0,0,2,0,21239,13408,12,0.125,0.316,1,0,0
35,58308,4.8,1,5,2,32046,10127,36,0.653,0.172,0,0,0
32,31901,0.0,0,5,1,12429,5768,36,0.86,0.19,7,1,1
39,15018,8.3,0,4,1,20389,2522,48,0.109,0.333,0,0,0
25,52232,4.8,1,5,1,19346,3937,60,0.471,0.104,0,0,0
41,49301,7.1,0,1,2,35303,9734,60,0.516,0.314,2,0,1
40,30251,4.1,1,12,3,18844,8101,60,0.207,0.281,0,0,0
36,33872,4.6,1,5,2,23127,7850,36,0.186,0.139,0,1,0
33,48505,1.9,0,5,0,31495,4783,24,0.544,0.162,1,0,0
44,30024,11.1,1,5,0,20517,12621,48,0.551,0.413,2,0,0
20,50012,2.5,0,5,1,17444,3790,12,0.126,0.14,2,0,0
43,37099,14.3,1,4,2,24767,6450,24,0.541,0.237,1,0,0
41,12000,4.2,0,4,2,7438,2264,48,0.199,0.231,2,1,0
41,38321,11.6,1,2,2,21065,9404,24,0.178,0.276,0,0,0
42,29961,3.8,0,2,2,14473,7909,36,0.228,0.363,0,0,0
31,26299,2.5,0,3,1,1500,9144,36,0.416,0.283,2,0,0
35,51591,0.1,0,2,0,32781,9204,60,0.174,0.166,2,1,1
45,31787,8.9,0,4,0,16913,1495,36,0.184,0.152,1,1,0
43,55596,6.0,1,6,1,44360,6800,24,0.447,0.263,7,1,1
40,75126,8.1,1,3,0,36810,9100,48,0.43,0.042,1,0,0
21,44821,6.8,1,5,1,17257,6008,36,0.425,0.332,2,0,0
44,17875,6.3,0,3,2,10367,7652,48,0.547,0.456,1,0,1
51,27864,9.8,1,4,1,5209,10646,36,0.213,0.414,2,0,0
49,68127,11.4,0,6,2,20095,6417,24,0.347,0.024,0,0,0
41,36039,5.4,1,2,1,30556,6145,36,0.355,0.167,1,1,0
21,26753,0.0,0,6,1,24748,14698,24,0.644,0.452,3,1,1
48,39503,9.1,1,7,2,31964,10211,36,0.355,0.239,2,1,0
36,54548,6.6,1,3,3,41455,9956,36,0.622,0.254,0,0,0
18,47771,3.2,0,5,2,20008,6918,48,0.496,0.167,2,1,0
42,58951,9.4,1,4,0,13784,3355,24,0.235,0.085,2,0,1
22,26506,0.0,0,3,2,10461,1704,24,0.656,0.105,0,0,1
24,35750,3.2,0,6,2,22927,2220,36,0.211,0.176,1,0,0
31,36196,8.2,1,6,3,1500,13453,36,0.648,0.408,4,1,0
52,41024,6.7,1,3,0,18968,5165,48,0.364,0.251,0,0,0
34,13288,5.5,0,3,3,1500,7649,36,0.236,0.514,3,1,0
41,36513,3.3,0,6,0,13122,3156,48,0.348,0.218,3,0,0
57,20024,10.5,0,2,2,6298,8958,60,0.617,0.236,1,0,1
56,88415,16.4,1,7,2,47294,1657,24,0.129,0.0,0,0,0
37,96779,5.4,1,5,4,24638,2685,48,0.539,0.144,0,0,0
35,103579,0.5,1,3,0,68696,10571,24,0.296,0.135,0,0,0
24,64516,2.9,0,3,2,25667,7072,48,0.591,0.084,0,0,1
30,31904,4.0,1,4,1,13401,4217,60,0.276,0.072,0,0,0
43,69998,10.7,1,3,1,54791,3354,48,0.142,0.15,1,0,0
42,37258,0.6,1,6,3,16311,5141,36,0.479,0.25,0,0,0
39,57946,1.7,0,5,1,23368,18169,12,0.417,0.402,1,0,0
49,25446,7.5,0,1,3,24160,3975,36,0.454,0.173,0,0,0
30,30203,0.0,0,1,3,10853,1821,48,0.102,0.101,1,0,0
37,53525,9.4,1,5,3,20884,8950,48,0.365,0.21,0,0,0
46,108974,0.0,1,5,2,50811,9334,36,0.368,0.171,1,0,0
44,41017,3.3,0,4,1,16361,8241,48,0.64,0.221,1,0,0
50,141599,2.0,1,2,1,80000,6645,36,0.486,0.141,2,0,0
42,186060,3.5,1,4,3,80000,18133,48,0.527,0.196,3,1,0
35,20714,7.4,1,6,2,2408,16625,12,0.39,0.428,0,0,1
42,40980,8.4,1,4,1,28378,20409,36,0.384,0.352,8,1,1
27,24790,6.0,0,1,1,22381,12386,48,0.622,0.326,1,0,1
20,38571,2.9,0,3,3,18034,14181,48,0.691,0.432,1,0,1
44,31117,0.0,0,4,0,12853,4272,12,0.208,0.212,0,0,0
37,40119,6.1,1,5,1,15651,6749,48,0.617,0.152,1,0,0
41,70304,0.0,0,4,6,52380,4784,24,0.504,0.269,0,0,0
19,69342,0.0,0,5,3,37943,4670,36,0.283,0.126,0,1,0
34,47937,2.5,1,1,1,23269,9951,48,0.325,0.182,1,0,0
31,41687,1.2,0,1,2,8366,2612,60,0.301,0.13,2,0,1
28,44398,4.6,1,7,0,35615,2975,36,0.258,0.217,0,0,0
18,44606,0.0,0,2,2,22515,9953,36,0.752,0.229,3,1,1
34,56877,11.1,1,7,0,27268,4323,48,0.667,0.07,1,0,0
48,41756,9.9,0,8,3,23906,12436,24,0.535,0.137,6,1,1
42,54733,10.8,1,3,2,36646,3365,36,0.703,0.225,2,1,1
31,20433,6.4,1,5,0,4467,6180,24,0.157,0.29,0,0,0
38,64100,8.6,1,5,1,21286,7391,60,0.422,0.054,3,1,0
46,107710,6.9,1,7,2,42354,3952,48,0.455,0.06,3,1,0
18,46023,7.9,0,4,2,23234,8753,24,0.227,0.305,0,0,0
37,19313,0.5,0,6,3,11311,3656,60,0.333,0.211,1,0,1
44,86848,8.4,1,4,1,42853,17134,48,0.169,0.456,1,1,1
46,34831,6.9,0,9,0,25117,10706,36,0.46,0.344,1,0,0
57,12000,8.8,0,2,4,6879,7650,24,0.748,0.424,4,1,0
50,37004,9.4,1,3,2,24101,6308,36,0.373,0.274,0,0,1
41,57929,2.9,0,4,3,3938,10268,36,0.392,0.3,2,0,0
41,51356,9.3,1,4,2,20266,13568,24,0.585,0.218,0,0,0
47,81842,10.3,1,4,1,14558,8330,24,0.23,0.197,0,0,0
32,58427,3.9,1,3,3,31292,10809,36,0.27,0.203,0,1,0
38,44608,7.9,0,5,0,16519,2349,24,0.32,0.089,1,0,0
48,14230,3.4,0,6,1,21490,3530,36,0.285,0.178,0,0,0
60,22742,3.2,0,4,2,16801,4471,24,0.458,0.257,1,0,0
36,45965,2.3,0,3,2,27210,3090,60,0.599,0.1,0,0,0
37,60266,4.0,1,4,3,46305,4576,36,0.266,0.127,2,0,0
40,23844,15.6,1,3,1,21021,5211,36,0.36,0.17,2,1,0
53,29889,7.8,1,7,0,5575,10424,60,0.67,0.358,3,0,0
38,53848,9.1,0,5,1,21181,9804,48,0.441,0.248,1,0,1
54,14752,12.5,0,6,2,6003,3041,36,0.29,0.119,1,0,0
27,14460,10.8,1,5,1,8910,9824,12,0.298,0.557,0,0,0
36,36796,5.0,1,3,1,34959,2994,36,0.448,0.168,0,0,0
36,47837,7.1,1,2,0,19795,5719,24,0.334,0.128,0,0,0
47,32135,6.4,1,3,0,13174,2983,36,0.085,0.178,1,0,0
49,12000,4.4,0,4,2,2481,8551,24,0.531,0.519,1,0,0
21,42235,0.0,1,2,1,30140,5433,36,0.49,0.134,0,0,0
28,20241,0.0,0,3,2,8576,3968,48,0.753,0.199,0,0,0
42,59536,11.7,0,6,0,18344,16036,36,0.688,0.274,1,1,0
31,39479,4.4,0,4,1,30018,8663,36,0.195,0.137,1,0,1
21,48166,0.2,0,9,1,23036,5392,36,0.236,0.253,4,1,1
49,59137,8.0,1,7,2,17595,6600,24,0.367,0.185,0,0,0
43,31319,4.1,0,1,2,13455,1559,36,0.171,0.037,0,1,0
43,65439,6.3,1,2,2,20864,8857,24,0.393,0.267,1,0,1
33,82077,3.6,0,4,3,70082,6060,24,0.707,0.144,2,1,0
49,51770,10.5,1,1,0,27227,7575,48,0.147,0.194,0,0,0
35,86037,8.0,1,3,3,56570,2015,24,0.679,0.116,3,0,0
50,29661,1.5,0,2,2,16961,2413,60,0.381,0.141,1,0,0
28,68691,3.5,1,2,0,36856,17894,36,0.825,0.227,2,0,1
29,48305,8.2,1,7,3,32212,3887,36,0.518,0.158,1,0,0
40,24384,1.5,0,4,0,21152,15597,12,0.583,0.458,1,0,0
30,39981,2.1,0,4,0,13282,19781,36,0.298,0.262,5,1,0
45,31267,7.6,1,3,0,15967,7959,36,0.407,0.186,2,0,0
41,30890,10.2,1,9,1,18575,4947,48,0.416,0.286,3,1,0
28,43746,4.9,0,4,2,22817,6380,48,0.563,0.157,3,1,0
39,74390,4.4,0,5,1,44798,18175,36,0.477,0.258,0,1,0
34,35106,6.1,0,5,0,12326,15627,12,0.377,0.396,0,0,1
48,44665,11.7,0,6,1,12763,898,12,0.308,0.009,0,0,0
31,18765,4.9,0,9,0,12390,7302,36,0.163,0.459,2,0,0
33,44233,11.3,0,9,2,28291,3463,12,0.204,0.199,1,0,0
51,78223,10.1,1,3,2,58150,10331,24,0.658,0.0,0,0,0
63,64874,7.0,0,3,1,19141,3456,12,0.087,0.212,2,0,0
60,54047,7.4,1,7,3,38797,9330,36,0.59,0.213,1,0,0
39,31333,4.7,1,2,0,5204,20943,60,0.279,0.478,2,1,0
40,24547,4.8,0,4,2,16438,7738,36,0.819,0.135,3,1,0
55,39660,11.7,1,8,0,13313,7556,36,0.628,0.177,2,0,0
37,20141,6.1,0,6,0,9997,8882,48,0.391,0.445,1,0,0
27,21316,9.2,1,4,1,19291,4184,36,0.068,0.275,1,0,0
39,69731,8.6,1,5,2,48890,4737,36,0.57,0.0,4,1,0
43,25327,12.2,1,5,1,15927,6458,48,0.492,0.29,5,1,0
29,110997,0.0,1,6,1,38400,5870,12,0.367,0.138,1,0,0
20,19168,0.0,0,4,2,4896,8629,24,0.598,0.256,0,0,0
22,52756,3.8,1,4,2,36023,5617,12,0.343,0.158,1,1,1
45,22050,7.2,1,4,2,9293,10621,36,0.518,0.347,3,1,0
30,45901,5.5,0,4,1,25939,1988,12,0.33,0.102,0,0,0
36,23686,5.7,1,6,2,1500,5807,12,0.335,0.218,0,0,0
40,42676,3.2,0,3,4,13631,6691,60,0.418,0.201,0,0,0
45,38333,13.6,1,3,0,21045,7324,60,0.16,0.157,2,0,1
34,32638,8.7,1,6,1,25894,6632,36,0.32,0.206,0,0,0
43,55158,0.2,0,5,4,21190,12659,24,0.643,0.33,1,0,0
28,94949,0.1,1,3,2,38001,9080,24,0.218,0.203,1,0,0
34,30245,4.2,0,5,3,12236,7076,12,0.439,0.24,0,0,0
27,67570,5.0,1,2,2,34977,4153,48,0.575,0.048,1,0,1
50,43705,7.9,0,2,1,22133,4584,48,0.593,0.244,1,0,0
38,41058,0.0,0,1,0,12609,8043,36,0.153,0.174,0,0,1
30,137815,6.4,1,11,1,80000,10207,60,0.328,0.187,2,0,0
34,12793,3.3,0,6,1,8483,10989,60,0.242,0.551,2,0,1
36,28804,9.3,0,3,3,15737,9613,36,0.215,0.352,1,0,0
46,15565,8.2,0,4,2,14160,4064,48,0.514,0.316,0,0,1
20,35183,4.7,0,6,1,8296,23501,36,0.286,0.743,0,0,0
27,36837,5.6,0,4,2,22164,9487,48,0.172,0.213,0,0,0
34,220000,7.6,1,9,2,80000,5844,60,0.764,0.0,5,1,0
66,50402,10.0,1,1,2,43556,6308,48,0.168,0.005,0,0,0
49,110989,11.8,1,5,0,80000,4962,48,0.057,0.174,2,0,0
37,84664,5.6,1,9,0,27280,7234,12,0.581,0.21,0,0,0
46,32830,2.0,0,5,0,6991,14942,36,0.217,0.269,2,1,0
61,54182,9.2,1,6,1,15821,2394,36,0.112,0.188,5,1,1
35,103612,3.1,1,4,1,41525,9548,60,0.184,0.0,1,0,0
34,45864,5.9,0,3,0,12688,4155,24,0.682,0.232,0,0,0
51,46763,11.2,1,4,2,26902,6285,36,0.226,0.115,1,0,1
43,54884,2.0,0,3,0,17461,9679,36,0.713,0.249,1,1,0
45,18386,9.8,0,3,0,9386,5391,36,0.464,0.17,4,1,0
32,26807,3.4,0,2,2,15685,3179,24,0.259,0.252,0,1,0
59,50130,6.2,1,2,2,24038,2908,60,0.253,0.089,7,1,1
57,56175,13.1,0,4,1,47343,1920,24,0.644,0.242,0,0,0
44,25293,3.6,0,4,2,10578,3508,24,0.491,0.212,1,0,0
46,34984,2.2,0,7,1,10030,6721,24,0.213,0.277,1,0,0
18,39020,3.1,1,5,2,23705,20636,36,0.223,0.48,1,0,1
45,38414,10.4,0,3,1,10213,9418,24,0.412,0.277,3,0,1
36,60870,1.9,1,4,2,20725,7821,36,0.405,0.106,0,0,0
43,44202,10.5,1,4,2,30968,6030,60,0.586,0.113,2,1,0
46,45656,11.0,1,11,0,38226,4964,36,0.224,0.077,2,0,0
34,19288,2.1,0,3,5,3402,16675,24,0.092,0.524,2,1,1
19,23485,8.4,1,4,1,6660,8597,48,0.643,0.3,0,0,0
42,49688,5.9,0,2,0,29013,14062,24,0.274,0.405,0,0,0
30,17483,4.0,0,5,0,10305,1515,24,0.3,0.149,0,0,1
34,48286,0.0,0,3,0,10181,7641,48,0.169,0.105,0,0,0
31,29070,6.0,0,6,1,9361,4252,48,0.347,0.244,2,1,0
34,26765,1.7,1,5,0,13306,5141,24,0.519,0.123,0,0,0
18,59319,1.9,0,2,3,42695,21106,36,0.361,0.255,3,1,1
51,28806,1.6,0,6,1,16438,3942,36,0.127,0.214,0,0,0
41,26088,10.4,0,3,2,10998,15415,24,0.351,0.518,1,0,0
50,28817,14.0,1,3,2,19583,7366,36,0.395,0.361,5,1,0
60,42969,18.1,1,10,1,11675,5795,48,0.517,0.321,4,0,1
38,186379,0.0,1,4,0,64024,12263,36,0.229,0.212,0,0,0
18,13099,2.5,0,3,1,7575,9215,36,0.498,0.503,1,0,0
28,41174,4.0,1,3,3,8591,2018,36,0.712,0.113,1,1,0
25,36468,0.0,0,2,0,20043,4960,36,0.252,0.234,1,0,1
32,69932,0.8,1,1,3,20557,5501,12,0.222,0.13,0,0,0
39,33977,5.0,1,5,1,15235,14525,36,0.462,0.242,0,0,1
18,12000,5.8,0,6,0,1500,7795,60,0.592,0.398,1,0,1
42,85709,2.7,1,4,1,62281,5569,48,0.095,0.048,1,0,0
21,22916,1.8,0,1,2,1500,5608,24,0.376,0.355,0,0,0
41,40206,5.7,1,2,0,16032,12809,36,0.548,0.118,2,0,1
37,19679,6.3,0,4,2,16943,3965,36,0.391,0.387,0,0,0
35,22837,2.7,1,5,4,17477,18346,48,0.421,0.517,1,0,0
37,31659,8.5,1,1,1,20454,9354,24,0.587,0.315,1,1,0
32,66300,7.5,1,7,0,16154,9157,36,0.411,0.169,2,1,0
31,65763,0.0,0,3,2,25484,7029,36,0.805,0.131,2,1,1
19,29931,5.0,0,3,2,11850,10330,24,0.394,0.355,3,1,1
38,54570,2.1,0,2,2,13594,10464,36,0.213,0.254,0,0,1
58,33840,9.1,1,6,2,11311,10263,24,0.32,0.266,2,1,1
60,44084,15.1,1,9,2,23345,5920,36,0.436,0.268,2,1,1
53,45113,9.2,0,4,1,30887,5504,36,0.135,0.223,0,0,0
46,58162,9.4,1,4,1,30843,7523,24,0.37,0.232,0,0,0
