device,visitor_type,time_of_day,day_type,session_duration_min,page_views,items_to_cart,days_since_last_visit,main_product_category,delivery_speed,return_policy,product_rating_mean,purchase
desktop,returning,evening,weekend,4.57,6,0,13,sports,standard,extended,4.82,1
desktop,new,morning,weekday,6.4,8,1,83,fashion,next_day,basic,3.44,0
mobile,new,night,weekend,3.02,8,0,280,beauty,standard,extended,4.62,0
desktop,returning,morning,weekend,10.95,9,2,23,books,express,basic,4.53,1
tablet,new,morning,weekday,4.89,6,1,227,fashion,standard,extended,4.06,0
mobile,new,night,weekday,2.34,5,0,252,fashion,standard,extended,3.78,0
mobile,returning,afternoon,weekday,5.89,6,1,19,books,next_day,extended,4.87,1
mobile,returning,afternoon,weekday,4.3,7,1,36,beauty,standard,basic,4.33,0
desktop,returning,evening,weekend,7.95,15,1,7,fashion,standard,basic,4.35,1
mobile,new,night,weekend,3.38,6,1,126,electronics,express,basic,4.27,0
desktop,new,morning,weekend,5.35,10,0,159,fashion,standard,basic,3.78,0
desktop,new,evening,weekday,5.02,2,0,357,beauty,standard,extended,4.25,0
mobile,new,afternoon,weekday,3.96,9,1,49,fashion,next_day,extended,3.32,0
desktop,new,morning,weekday,6.69,5,1,167,fashion,standard,basic,4.13,1
desktop,new,afternoon,weekend,0.71,8,0,216,fashion,express,basic,3.99,0
mobile,new,evening,weekday,4.1,6,0,109,home,standard,basic,4.13,0
mobile,new,morning,weekday,2.03,7,0,255,books,standard,basic,4.45,0
mobile,new,afternoon,weekday,0.67,7,0,206,home,standard,basic,4.07,0
mobile,new,evening,weekday,2.14,4,0,118,home,express,extended,3.93,0
mobile,new,evening,weekday,2.6,8,0,99,sports,standard,basic,4.65,0
tablet,returning,evening,weekday,5.21,8,1,10,electronics,next_day,basic,4.46,1
mobile,new,evening,weekend,4.91,6,0,296,fashion,express,extended,4.62,0
mobile,returning,afternoon,weekend,6.44,6,1,8,electronics,standard,basic,4.25,1
desktop,new,afternoon,weekday,3.64,7,0,296,fashion,standard,basic,4.34,0
mobile,new,afternoon,weekend,6.83,3,0,271,books,express,basic,3.94,0
tablet,new,evening,weekday,3.42,4,0,299,fashion,express,basic,3.69,0
desktop,new,morning,weekend,0.4,5,0,317,sports,standard,basic,3.64,0
mobile,new,afternoon,weekday,3.28,8,0,237,electronics,express,basic,3.82,0
mobile,returning,morning,weekday,4.9,9,2,30,beauty,standard,extended,4.7,1
tablet,returning,afternoon,weekday,0.4,10,1,6,fashion,next_day,basic,4.34,1
desktop,new,night,weekday,7.04,5,0,347,fashion,next_day,basic,4.03,0
tablet,new,evening,weekday,3.99,12,0,137,fashion,standard,extended,4.25,1
mobile,returning,afternoon,weekend,2.38,10,0,7,home,standard,basic,4.16,0
desktop,new,evening,weekend,2.58,6,0,325,beauty,standard,basic,4.18,0
desktop,new,evening,weekday,6.2,4,0,230,sports,standard,basic,4.32,0
mobile,returning,afternoon,weekday,6.66,3,0,4,books,express,basic,4.44,1
desktop,new,afternoon,weekend,2.84,7,0,147,beauty,standard,basic,4.18,0
desktop,returning,evening,weekday,3.05,8,1,7,books,express,extended,4.66,1
mobile,new,morning,weekday,4.27,7,0,190,electronics,next_day,basic,4.5,0
mobile,new,evening,weekday,4.86,6,0,363,fashion,next_day,basic,3.73,0
desktop,new,evening,weekday,6.09,4,1,312,fashion,standard,basic,3.87,0
mobile,returning,evening,weekday,4.02,5,0,13,home,next_day,basic,3.66,0
mobile,new,night,weekday,3.24,5,1,279,beauty,standard,extended,4.42,0
mobile,returning,evening,weekday,5.24,12,1,38,home,standard,extended,4.13,0
mobile,returning,afternoon,weekday,6.83,9,1,28,books,standard,extended,4.47,1
tablet,returning,morning,weekend,7.89,5,1,15,fashion,express,basic,4.23,1
desktop,new,evening,weekday,7.96,8,2,43,sports,standard,basic,3.82,1
mobile,new,evening,weekday,6.64,4,0,69,home,standard,extended,3.92,0
tablet,new,night,weekend,7.31,7,1,216,beauty,standard,basic,3.76,0
desktop,new,evening,weekend,7.03,10,1,251,fashion,next_day,basic,4.26,1
mobile,returning,morning,weekday,3.86,7,0,24,fashion,standard,basic,3.26,0
desktop,new,evening,weekday,8.12,6,0,40,fashion,express,basic,4.2,0
mobile,returning,night,weekday,1.91,8,1,12,sports,express,extended,4.07,0
tablet,new,evening,weekday,8.87,4,0,135,beauty,standard,extended,4.34,0
desktop,new,evening,weekday,3.05,8,1,319,electronics,standard,basic,4.18,0
desktop,new,afternoon,weekend,6.06,11,0,170,sports,standard,basic,3.51,1
mobile,returning,evening,weekend,8.23,10,0,20,home,standard,extended,3.91,1
desktop,new,afternoon,weekend,5.16,5,0,330,books,next_day,basic,4.15,0
mobile,new,morning,weekday,0.4,6,1,318,beauty,standard,extended,4.32,1
mobile,returning,evening,weekend,3.21,9,0,19,home,express,basic,4.72,1
mobile,new,night,weekend,4.25,5,0,111,beauty,express,extended,4.1,0
desktop,new,night,weekday,5.53,8,1,357,home,next_day,basic,4.52,0
mobile,new,afternoon,weekday,3.12,3,0,340,beauty,standard,basic,4.3,0
tablet,new,morning,weekday,4.16,5,0,298,electronics,next_day,extended,4.14,0
desktop,new,afternoon,weekday,1.12,5,2,94,books,express,extended,4.38,1
mobile,new,evening,weekday,7.63,6,0,127,sports,standard,extended,3.99,0
mobile,new,evening,weekday,3.11,6,1,249,home,express,basic,4.54,0
mobile,new,night,weekday,5.16,2,0,45,beauty,standard,extended,4.36,0
desktop,new,afternoon,weekday,7.15,6,0,306,home,express,basic,4.36,0
desktop,new,evening,weekday,2.67,10,1,173,electronics,express,extended,4.32,1
mobile,new,evening,weekday,4.47,7,1,37,fashion,express,basic,3.7,0
desktop,new,morning,weekend,5.28,6,0,129,electronics,express,basic,4.49,1
mobile,new,night,weekend,3.46,5,0,162,electronics,express,extended,3.88,0
desktop,new,evening,weekday,7.05,8,1,250,electronics,standard,extended,3.82,1
tablet,new,morning,weekday,2.1,7,0,232,sports,standard,basic,4.91,0
desktop,returning,morning,weekend,5.92,10,0,14,fashion,express,basic,4.08,0
desktop,returning,night,weekday,4.72,6,0,16,sports,express,basic,3.77,0
desktop,new,evening,weekend,9.48,7,0,329,books,next_day,basic,4.73,1
mobile,new,evening,weekday,3.01,7,0,147,electronics,standard,basic,4.19,0
mobile,new,evening,weekday,5.46,8,1,155,home,standard,extended,4.22,0
mobile,returning,afternoon,weekday,8.57,5,1,31,beauty,express,basic,4.29,1
mobile,new,evening,weekday,1.97,4,0,157,books,express,basic,4.09,0
desktop,new,night,weekday,4.4,6,0,125,beauty,standard,extended,4.5,0
desktop,new,morning,weekday,2.43,3,2,285,fashion,standard,basic,3.42,0
desktop,new,evening,weekend,0.67,8,1,67,fashion,next_day,basic,4.31,0
mobile,new,afternoon,weekday,1.85,7,0,228,books,express,basic,4.02,0
desktop,returning,afternoon,weekday,4.6,10,0,11,fashion,standard,basic,4.24,0
mobile,returning,afternoon,weekday,3.73,6,0,23,sports,standard,basic,4.27,0
mobile,new,night,weekday,3.17,5,0,52,fashion,standard,extended,3.71,0
desktop,new,morning,weekday,4.21,6,0,257,home,standard,basic,4.54,0
tablet,new,afternoon,weekday,0.99,8,0,227,beauty,standard,extended,4.36,0
desktop,new,evening,weekday,5.84,8,1,219,electronics,standard,extended,4.19,0
mobile,new,morning,weekend,6.55,5,0,325,electronics,express,extended,4.45,0
desktop,new,evening,weekday,7.69,10,0,64,fashion,standard,extended,4.14,0
mobile,returning,night,weekday,4.25,5,0,27,sports,express,extended,4.07,0
desktop,returning,morning,weekend,7.38,8,0,57,sports,standard,extended,3.86,1
desktop,returning,morning,weekday,4.37,6,0,9,fashion,standard,basic,3.99,1
mobile,returning,night,weekday,4.08,7,2,35,beauty,standard,basic,4.26,1
mobile,new,morning,weekday,4.84,8,0,237,electronics,standard,extended,4.55,0
mobile,new,morning,weekend,2.8,3,0,101,home,express,extended,4.2,0
tablet,new,night,weekday,0.85,6,0,316,sports,next_day,extended,4.42,0
mobile,new,night,weekday,5.25,3,1,169,books,express,extended,4.22,0
desktop,new,evening,weekend,2.86,9,1,321,books,express,extended,4.65,0
desktop,returning,evening,weekday,5.11,9,0,5,fashion,express,extended,4.21,0
desktop,new,night,weekend,6.72,7,1,295,fashion,express,extended,3.52,0
mobile,new,evening,weekday,5.03,1,0,210,books,standard,basic,3.95,0
tablet,new,evening,weekday,4.77,8,0,216,electronics,express,basic,4.06,0
mobile,returning,evening,weekday,2.61,10,2,3,electronics,standard,basic,4.29,1
desktop,new,evening,weekend,2.46,6,1,81,fashion,standard,basic,3.58,0
desktop,new,afternoon,weekend,5.03,5,1,134,sports,express,basic,3.88,0
desktop,new,afternoon,weekday,5.52,3,0,91,home,express,basic,4.29,0
tablet,returning,afternoon,weekday,5.33,6,1,12,books,standard,extended,4.43,1
mobile,returning,afternoon,weekday,4.11,9,0,9,fashion,next_day,basic,3.74,0
mobile,new,afternoon,weekday,2.74,6,0,311,fashion,standard,extended,3.98,0
mobile,returning,afternoon,weekend,5.55,7,0,12,fashion,express,basic,4.57,0
mobile,new,evening,weekday,1.27,5,0,117,sports,next_day,extended,4.02,0
mobile,returning,afternoon,weekday,5.29,8,1,29,fashion,standard,basic,4.06,1
mobile,new,morning,weekday,0.58,4,0,289,books,next_day,basic,4.51,0
mobile,new,afternoon,weekday,1.29,4,0,282,beauty,express,extended,4.47,0
mobile,returning,morning,weekday,5.17,9,0,29,sports,express,basic,4.11,0
mobile,new,evening,weekday,5.12,10,0,293,sports,next_day,basic,4.42,0
desktop,new,afternoon,weekday,4.92,6,0,350,beauty,express,extended,4.36,0
desktop,returning,afternoon,weekend,3.16,10,1,6,sports,standard,extended,3.91,0
mobile,returning,evening,weekday,1.57,3,0,25,fashion,express,basic,4.33,0
mobile,new,morning,weekend,3.48,8,3,209,sports,standard,extended,4.76,1
mobile,returning,morning,weekday,0.81,4,0,34,sports,standard,basic,3.46,0
desktop,returning,evening,weekday,7.88,14,0,3,home,standard,basic,4.52,1
mobile,new,evening,weekend,1.93,3,0,70,fashion,standard,basic,3.69,0
mobile,returning,evening,weekday,9.89,6,0,3,books,express,basic,4.4,1
mobile,new,evening,weekday,1.88,7,0,119,books,next_day,basic,4.07,0
mobile,returning,night,weekday,5.77,6,0,19,home,next_day,extended,4.34,1
mobile,new,morning,weekday,1.95,7,0,232,books,standard,basic,4.43,0
desktop,new,evening,weekend,4.25,8,1,187,beauty,standard,extended,5.0,0
desktop,new,evening,weekday,5.29,8,0,159,fashion,standard,basic,3.8,0
desktop,new,morning,weekday,6.01,7,0,333,beauty,standard,basic,4.55,0
desktop,returning,night,weekday,8.14,7,1,15,electronics,standard,basic,4.33,0
desktop,returning,afternoon,weekday,7.03,4,0,18,beauty,standard,basic,4.17,0
mobile,new,night,weekend,5.68,7,0,294,home,next_day,basic,4.23,0
desktop,new,evening,weekday,3.81,4,1,299,electronics,standard,extended,4.36,0
mobile,new,afternoon,weekend,5.16,6,0,90,fashion,express,extended,3.76,0
mobile,new,morning,weekday,2.78,5,0,178,sports,next_day,basic,3.84,0
desktop,new,night,weekday,6.27,5,0,334,sports,express,basic,4.43,0
mobile,returning,evening,weekday,5.44,7,1,24,books,standard,basic,4.16,0
mobile,returning,morning,weekday,6.4,8,1,71,fashion,standard,basic,3.93,0
desktop,new,morning,weekend,4.81,9,1,112,sports,next_day,extended,3.85,1
desktop,new,evening,weekday,6.7,5,0,119,electronics,standard,basic,3.75,0
tablet,new,morning,weekday,2.3,9,0,202,electronics,standard,extended,4.35,0
mobile,new,evening,weekend,0.6,10,1,303,sports,next_day,extended,4.09,0
mobile,new,evening,weekday,5.98,4,0,192,beauty,express,basic,3.89,0
desktop,new,afternoon,weekday,7.02,4,2,91,sports,express,extended,3.72,0
mobile,new,evening,weekday,3.96,7,0,217,fashion,standard,extended,4.23,0
desktop,new,afternoon,weekday,6.2,6,0,103,fashion,standard,basic,3.88,0
mobile,returning,night,weekend,1.38,4,0,11,beauty,express,extended,4.14,0
mobile,new,night,weekday,2.69,8,0,357,electronics,standard,basic,3.97,0
mobile,new,afternoon,weekday,3.97,4,0,242,fashion,standard,extended,3.89,0
desktop,new,afternoon,weekday,1.06,6,0,336,electronics,standard,extended,4.36,1
mobile,returning,afternoon,weekday,1.89,9,1,8,fashion,express,extended,4.2,1
mobile,new,night,weekday,3.83,1,0,303,sports,standard,extended,3.58,0
mobile,new,afternoon,weekday,2.73,8,1,345,electronics,express,extended,3.88,0
mobile,new,evening,weekend,3.17,7,0,88,home,standard,basic,4.34,1
mobile,new,night,weekday,2.65,4,0,253,home,standard,extended,4.13,0
desktop,new,morning,weekday,1.5,4,1,115,beauty,next_day,extended,3.81,1
mobile,returning,evening,weekday,4.74,7,0,11,beauty,next_day,extended,4.46,0
desktop,new,morning,weekday,4.17,6,0,109,home,express,extended,4.25,1
desktop,new,evening,weekday,3.38,8,1,77,sports,next_day,basic,3.87,0
mobile,new,afternoon,weekday,2.95,5,0,93,electronics,standard,basic,4.22,0
mobile,returning,night,weekend,4.37,7,2,10,sports,standard,extended,4.27,1
desktop,returning,afternoon,weekday,7.72,11,0,16,electronics,standard,extended,4.11,1
mobile,returning,morning,weekday,4.6,6,0,27,beauty,standard,extended,4.23,0
mobile,new,evening,weekday,0.4,10,1,85,beauty,express,basic,4.12,0
tablet,returning,evening,weekday,2.99,7,2,16,fashion,express,basic,3.82,0
tablet,returning,evening,weekday,7.66,5,1,13,electronics,standard,basic,4.8,0
desktop,new,evening,weekday,3.66,8,0,242,electronics,standard,basic,3.95,0
mobile,new,afternoon,weekday,3.81,2,0,47,electronics,next_day,extended,3.93,0
desktop,returning,evening,weekday,9.94,8,1,32,home,standard,basic,4.28,1
desktop,new,morning,weekday,6.03,8,1,212,electronics,standard,basic,4.61,0
mobile,returning,morning,weekday,0.4,8,0,19,sports,standard,basic,3.84,0
desktop,new,night,weekday,7.23,6,3,53,books,standard,extended,4.43,1
mobile,new,evening,weekday,4.51,3,1,319,fashion,standard,basic,3.73,0
mobile,new,morning,weekend,4.78,5,0,50,electronics,standard,basic,4.44,1
mobile,returning,morning,weekday,5.74,10,0,17,fashion,standard,basic,3.88,1
mobile,returning,night,weekday,6.72,10,2,6,books,standard,basic,4.2,1
mobile,new,morning,weekend,3.63,5,0,172,fashion,standard,basic,4.64,0
desktop,new,afternoon,weekday,1.59,6,0,341,electronics,standard,extended,4.27,0
tablet,new,morning,weekday,4.18,6,0,102,books,standard,basic,4.47,0
mobile,new,morning,weekday,0.6,3,0,244,beauty,standard,basic,4.44,0
desktop,returning,afternoon,weekday,9.61,10,0,16,fashion,next_day,basic,4.31,1
tablet,new,night,weekday,2.74,3,0,248,books,express,basic,4.39,0
mobile,new,afternoon,weekday,3.39,3,0,48,books,standard,basic,4.12,0
mobile,new,afternoon,weekend,2.08,6,1,130,beauty,standard,extended,4.21,0
mobile,returning,evening,weekend,6.21,6,1,15,fashion,express,basic,4.66,0
mobile,new,evening,weekday,4.85,4,0,273,beauty,standard,basic,4.39,0
desktop,returning,evening,weekday,4.77,5,0,30,fashion,express,extended,3.54,0
mobile,new,evening,weekday,4.85,7,0,259,beauty,next_day,extended,4.24,1
mobile,new,evening,weekday,4.34,7,0,92,fashion,standard,basic,4.14,0
mobile,returning,evening,weekday,5.0,6,3,25,home,standard,basic,3.73,1
mobile,new,evening,weekday,2.32,9,0,324,sports,standard,extended,4.0,0
tablet,returning,evening,weekday,10.06,7,0,18,books,standard,basic,4.52,1
mobile,new,evening,weekend,6.38,4,2,204,sports,standard,extended,3.87,0
mobile,returning,morning,weekday,6.83,11,1,3,electronics,express,extended,4.05,0
mobile,returning,evening,weekday,7.87,10,0,1,fashion,standard,basic,3.87,0
mobile,returning,evening,weekday,5.83,10,0,18,beauty,express,basic,4.32,0
desktop,new,afternoon,weekday,3.77,6,0,72,fashion,express,extended,3.89,1
mobile,returning,night,weekday,0.4,12,1,20,electronics,standard,basic,3.87,0
mobile,returning,afternoon,weekday,2.24,5,0,5,sports,next_day,basic,4.25,0
mobile,new,afternoon,weekday,8.35,5,2,194,fashion,express,basic,3.46,1
desktop,new,night,weekend,7.14,7,1,190,electronics,standard,basic,4.07,1
desktop,returning,afternoon,weekend,5.92,9,2,24,beauty,next_day,extended,4.61,1
desktop,new,afternoon,weekday,0.89,8,0,136,books,express,extended,4.37,0
desktop,returning,afternoon,weekday,6.83,9,0,15,home,standard,basic,3.88,1
desktop,returning,night,weekday,5.42,14,1,7,electronics,standard,basic,4.04,1
mobile,new,afternoon,weekday,4.97,5,0,96,beauty,standard,extended,4.52,0
mobile,new,evening,weekend,1.56,9,2,300,books,express,basic,4.47,0
mobile,new,evening,weekday,3.37,9,0,130,electronics,next_day,extended,3.99,1
mobile,new,evening,weekday,5.76,4,0,315,home,standard,basic,4.32,0
desktop,returning,night,weekend,9.55,4,1,13,sports,standard,basic,3.52,0
mobile,new,evening,weekday,2.52,5,0,282,home,standard,extended,4.14,0
desktop,new,afternoon,weekday,2.6,9,1,254,electronics,express,basic,4.04,0
desktop,returning,night,weekday,7.65,10,3,13,books,standard,basic,4.44,1
mobile,new,afternoon,weekday,1.15,10,1,206,fashion,standard,basic,4.46,0
tablet,returning,morning,weekday,2.81,11,0,21,electronics,standard,basic,4.03,0
desktop,new,afternoon,weekend,5.26,7,0,248,electronics,express,basic,4.46,0
desktop,new,evening,weekday,8.98,6,0,40,beauty,standard,basic,4.64,1
mobile,new,morning,weekday,2.22,5,1,356,electronics,standard,extended,3.8,0
mobile,returning,evening,weekday,4.42,5,0,17,sports,standard,extended,3.99,0
mobile,returning,afternoon,weekday,5.03,9,1,5,sports,standard,basic,3.92,1
mobile,returning,afternoon,weekday,4.31,14,2,17,electronics,standard,extended,4.3,0
mobile,returning,morning,weekend,1.09,4,0,34,sports,standard,extended,3.74,0
tablet,returning,evening,weekday,6.88,7,0,21,books,express,basic,4.62,1
desktop,returning,afternoon,weekday,6.39,10,0,36,electronics,standard,extended,4.26,1
mobile,new,morning,weekday,4.27,2,0,84,sports,standard,basic,4.42,0
mobile,returning,afternoon,weekday,4.5,9,0,14,books,standard,basic,4.53,1
mobile,returning,afternoon,weekday,7.98,3,0,15,sports,standard,basic,3.48,0
mobile,returning,evening,weekend,4.14,8,0,19,beauty,standard,basic,4.38,1
tablet,new,afternoon,weekday,1.24,5,0,237,books,standard,basic,4.49,0
mobile,new,morning,weekend,6.99,3,0,316,home,standard,basic,4.09,0
mobile,returning,night,weekend,0.48,8,1,13,fashion,standard,basic,3.43,0
desktop,new,afternoon,weekday,4.18,7,0,83,fashion,next_day,extended,4.31,1
mobile,new,morning,weekday,3.34,6,0,347,beauty,standard,extended,3.87,0
mobile,returning,evening,weekend,5.26,9,0,15,fashion,standard,extended,3.86,1
desktop,new,evening,weekend,1.64,11,1,90,fashion,next_day,extended,3.68,1
desktop,new,evening,weekday,2.61,5,0,343,electronics,standard,extended,4.17,0
tablet,new,afternoon,weekday,5.51,7,0,154,sports,express,basic,4.15,0
desktop,new,afternoon,weekday,7.11,9,1,179,home,standard,basic,4.19,0
mobile,returning,afternoon,weekend,4.22,7,0,28,fashion,express,basic,3.67,0
desktop,returning,morning,weekend,3.85,10,2,27,fashion,next_day,basic,4.02,1
tablet,returning,afternoon,weekend,1.55,6,0,14,electronics,standard,basic,4.38,0
desktop,returning,night,weekday,7.98,6,0,17,electronics,next_day,basic,4.31,0
tablet,returning,evening,weekday,7.3,3,1,6,home,standard,basic,3.51,1
desktop,new,afternoon,weekend,0.4,9,1,147,electronics,express,basic,4.22,1
desktop,returning,morning,weekday,0.41,7,0,3,books,standard,extended,3.98,0
mobile,new,evening,weekend,4.49,7,0,43,fashion,standard,basic,3.87,0
desktop,new,afternoon,weekday,5.26,7,0,347,electronics,standard,basic,4.5,0
mobile,returning,morning,weekend,3.8,5,1,12,sports,next_day,basic,4.18,0
mobile,returning,morning,weekday,5.03,8,1,15,fashion,express,basic,4.0,1
desktop,new,evening,weekday,4.38,8,0,228,fashion,express,extended,3.31,0
tablet,returning,evening,weekday,5.76,16,1,5,electronics,standard,basic,3.5,1
tablet,new,morning,weekday,1.61,5,0,349,home,standard,basic,4.05,0
mobile,new,morning,weekday,3.77,5,0,232,fashion,standard,extended,3.28,0
desktop,new,evening,weekend,3.18,3,0,244,sports,standard,basic,3.91,0
desktop,new,evening,weekday,3.01,10,1,330,home,standard,basic,4.05,0
